skillID,desc,pdesc,h,ph,hch
4341053,"메이플 월드 곳곳을 누빈 전설의 모험가들만이 사용할 수 있는 버프로, 데미지를 증가시킨다.",,"MP #mpCon 소비, #time초 동안 데미지 #indieDamR% 증가.\n재사용 대기시간 #cooltime초. 파티원 중 모험가 직업군에만 효과",,
4341054,비화원의 비급 속에 존재하는 비검을 소환하여 자신의 모든 공격에 강력한 추가타를 입힌다. 추가로 데미지가 증가한다.,,"MP #mpCon 소비, #c[파이널 어택류 스킬]# #time초 동안 #prop% 확률로 모든 공격에 #damage%의 추가타 발생. 데미지 10% 증가 \n재사용 대기시간 #cooltime초",,
4340055,블레이드 퓨리의 데미지를 증가시킨다.,,데미지 #damR% 증가,,
4340056,블레이드 퓨리의 방어율 무시를 증가시킨다.,,방어율 무시 #ignoreMobpdpR% 증가,,
4340057,블레이드 퓨리의 최대 공격 가능한 몬스터 수를 증가시킨다.,,최대 공격 가능한 몬스터 수 #targetPlus 증가,,
5001002,점프 후 뒤로 한바퀴 회전하며 다리로 근접한 적 다수를 공격한다.,점프 후 뒤로 한바퀴 회전하며 다리로 근접한 적 다수를 공격한다.,"MP #mpCon 소비, #damage%의 데미지로 최대 #mobCount명의 적 공격","MP #mpCon 소비, #damage%의 데미지로 최대 #mobCount명의 적 공격",
5001003,대상에게 두발의 탄을 연속 발사한다.\n#c건슬링거로 전직할 경우 2차 스킬 '트리플 파이어'를 익히기 위해 20레벨 이상 필요#,대상에게 두발의 탄을 연속 발사한다.,"MP #mpCon 소비, #damage% 데미지로 2번 공격, 최대 사거리 #range","MP #mpCon 소비, #damage% 데미지로 2번 공격, 최대 사거리 #range",
5001010,점프 중 사용하면 진행 방향으로 한 번 더 점프한다. 스킬 레벨이 증가할수록 점프 거리가 증가한다. #c점프 키#로도 사용할 수 있다.,,"MP #mpCon 소비, 일정 거리 점프",,
5001005,"좌우 방향키 중 하나를 두 번 연타 한 후 키다운하여 사용한다. 사용 중 이동속도, 점프력, 스탠스 확률이 증가되며 해당 효과는 대쉬가 종료될 때 사라진다.\n버프 지속시간 증가의 효과를 받지 않지만 공중에서도 발동 시킬 수 있다.\n[대쉬 발동 : 방향키 →→ 또는 ←←] ",,"MP #mpCon 소비, 최대 #time초 동안 이동속도 #x, 점프력 #y, 스탠스 확률 #z% 증가하며 대쉬",,
5000007,크리티컬 확률과 크리티컬 데미지를 증가시킨다.,,"크리티컬 확률 #cr%, 크리티컬 데미지 #criticaldamage% 증가",,
5000000,"이동속도 상한, 점프력을 영구히 증가시킨다.",,"이동속도 상한 #speedMax 증가, 점프력 #psdJump 만큼 증가",,
5000006,공격 시 일정확률로 대상에게 치명적인 데미지를 준다.,공격 시 일정확률로 대상에게 치명적인 데미지를 준다.,공격 시 #prop% 확률로 데미지 #damage% 증가,공격 시 #prop% 확률로 데미지 #damage% 증가,
5011000,화염탄을 발사하여 다수의 적을 공격한다.,화염탄을 발사하여 다수의 적을 공격한다.,"MP #mpCon 소비, #damage% 데미지로 최대 #mobCount명의 적 공격","MP #mpCon 소비, #damage% 데미지로 최대 #mobCount명의 적 공격",
5011001,적 하나에게 강력한 캐논 펀치를 날린다.,적 하나에게 강력한 캐논 펀치를 날린다.,"MP #mpCon 소비, #damage%의 데미지로 #attackCount번 공격","MP #mpCon 소비, #damage%의 데미지로 #attackCount번 공격",
5011002,후방으로 긴급 회피하며 캐논을 발사한다. 일정 확률로 대상의 이동속도를 감소시킬 수 있다.,후방으로 긴급 회피하며 캐논을 발사한다. 일정 확률로 대상의 이동속도를 감소시킬 수 있다.,"MP #mpCon 소비, #damage% 데미지로 #mobCount명의 적 공격, #prop% 확률로 #time초 동안 대상의 이동속도 #z","MP #mpCon 소비, #damage% 데미지로 #mobCount명의 적 공격, #prop% 확률로 #time초 동안 대상의 이동속도 #z","MP #mpCon 소비, #damage% 데미지로 #mobCount명의 적 공격, #prop% 확률로 #hcTime초 동안 대상의 이동속도 #z"
5010004,,공격 시 일정확률로 대상에게 치명적인 데미지를 준다.,,공격 시 #prop% 확률로 데미지 #damage% 증가,
5011006,점프 중 사용하면 진행 방향으로 한 번 더 점프한다. 스킬 레벨이 증가할수록 점프 거리가 증가한다. #c점프 키#로도 사용할 수 있다.,,"MP #mpCon 소비, 일정 거리 점프",,
5010003,캐논을 개량하여 영구적으로 공격력과 방어력을 증가시킨다.,,"공격력 #padX, 방어력 #pddX 증가",,
5010005,,,,,
5101012,어퍼컷을 빠르게 올려쳐 세찬 회오리 바람을 생성해 적들을 공격한다. 에너지 완충 상태에서는 에너지를 소비하면서 더욱 강력하고 멀리까지 가는 에너지 토네이도를 사용할 수 있다.,어퍼컷을 빠르게 올려쳐 세찬 회오리 바람을 생성해 적들을 공격한다.,"MP #mpCon 소비 혹은 에너지 #forceCon 소비, #damage% 데미지로 최대 #mobCount명의 적을 공격","MP #mpCon 소비 혹은 에너지 #forceCon 소비, #damage% 데미지로 최대 #mobCount명의 적을 공격",
5100015,"공격 시 일정량의 에너지가 충전된다. 에너지가 완충되면 신체가 더욱 강화되며, 대부분의 공격 스킬 사용 시 MP가 아닌 에너지를 소비한다. 에너지를 충전 중일 때는 절반의 효과만 받는다.",,"최대 에너지 #z. 공격 시 #x의 에너지 충전, 에너지 차지 발동 시 이동속도 #speed, 방어력 #pdd 증가. 에너지 충전 중일 때는 절반의 효과.",,
5101004,기가 실린 주먹으로 다수의 적을 공격하며 피스트 인레이지로 연계해서 사용할 수 있다. ,,"MP #mpCon 소비, #damage% 데미지로 최대 #mobCount명의 적을 #attackCount번 공격",,
5101006,MP를 소비하여 일정 시간 동안 너클의 공격 속도를 2단계 증가시킨다.\n필요 스킬 : #c너클 마스터리 5레벨 이상#\n#c4차 스킬 '윈드 부스터'를 익히기 위해 10레벨 이상 필요#,,"MP #mpCon 소비, #time초 동안 너클의 공격 속도 증가",,
5100016,대쉬를 개량하여 지상에서 좌우 방향키 중 하나를 두 번 연타 하면 짧은 거리를 신속하게 이동한다. 이후 키다운을 지속하면 대쉬가 발동된다.\n사용 시 순간적으로 이동속도와 점프력이 증가하나 버프 지속시간 증가의 효과를 받지 않는다.\n어드밴스드 대쉬를 발동시킬 수 없을 때 커맨드를 입력하면 대쉬가 발동된다.\n[대쉬 발동 : 방향키 →→ 또는 ←←]\n필요 스킬 : #c대쉬 5레벨 이상#,,"MP #mpCon 소비, 짧은 거리 이동, 최대 #q초 동안 이동속도 #z, 점프력 #w 증가",,
5100011,마음을 가다듬어 자신의 공격력을 증가시킨다.,,공격력 #padX 증가,,
5100001,너클 숙련도를 증가시킨다. \n#c4차 스킬 '바이퍼지션'을 익히기 위해 10레벨 이상 필요#,,너클 숙련도 #mastery% 증가,,
5100009,신체 단련을 통해 영구적으로 최대 HP를 증가시키고 적의 공격에 밀리지 않게 된다.,,"최대 HP #mhpR% 증가, 스탠스 확률 #stanceProp% 증가.",,
5100010,신체 단련을 통해 영구적으로 힘과 민첩성을 증가시킨다.,,"영구적으로 힘 #strX, 민첩성 #dexX 증가",,
5100013,일정 시간마다 HP와 MP가 회복된다.,,HP와 MP가 #w초 마다 #x%만큼 회복된다.,,
5101014,세찬 에너지의 돌풍을 일으켜 적들을 공격한다.,,"에너지 #forceCon 소비, #damage% 데미지로 최대 #mobCount명의 적을 공격",,
5111009,초인의 혼을 불러내어 적들을 향해 함께 돌진하며 밀어낸다. 다른 스킬 사용 중에도 사용할 수 있고 함께 사용한 방향키 방향으로 돌진한다. 스크류 펀치로 연계해서 사용할 수 있고 연계로 사용한 스크류 펀치는 함께 사용한 방향키 방향의 적에게 순간적으로 접근하여 공격한다. 일부 몬스터는 저항하여 밀리지 않는다.,,"MP #mpCon 소비, #damage% 데미지로 최대 #mobCount명의 적을 #attackCount번 공격하며 이동\n다른 스킬 사용 중 사용하면 재사용 대기시간 #cooltime초 적용\n[패시브 효과 : 스크류 펀치의 데미지 #damR% 증가]",,
5111002,에너지를 폭발시켜 근처의 적 다수를 공격한다. 일정 확률로 대상을 기절시킬 수 있다. #c에너지가 완충#된 상태에서는 범위와 속도가 더욱 강화된 헤지호그 버스터를 사용할 수 있다.,,"MP #mpCon 소비, #damage% 데미지로 최대 #mobCount명의 적 #attackCount번 공격, #prop% 확률로 #time초 동안 기절",,
5110014,"공격 시의 에너지 충전량과 최대 에너지량, 에너지 차지의 효과들이 강화된다. 추가로, 보스 몬스터 공격 시 2배의 에너지가 충전된다.\n#c4차 스킬 '울트라 차지'를 익히기 위해 20레벨 이상 필요#",,"최대 에너지 #z로 증가. 공격 시 #x의 에너지 충전, 에너지 차지 발동 시 공격력 #pad, 이동속도 #speed, 방어력 #pdd 증가. 에너지 충전 중일 때는 절반의 효과, 보스 몬스터 공격 시 2배의 에너지 충전",,
5111012,지면을 강타하여 충격파를 일으킨다. 충격파는 다수의 적을 관통하며 공격한다. 완충 상태에서 사용 시 데미지가 증가한다.,지면을 강타하여 충격파를 일으킨다. 충격파는 다수의 적을 관통하며 공격한다.,"MP #mpCon 소비 혹은 에너지 #forceCon 소비, #damage% 데미지로 최대 #mobCount명의 적을 공격, 완충 시 데미지 #damR% 증가","MP #mpCon 소비 혹은 에너지 #forceCon 소비, #damage% 데미지로 최대 #mobCount명의 적을 공격",
5111007,"주사위를 던져 자신의 행운을 시험한다. 주사위의 결과에 따라 일정 시간 동안 랜덤 버프를 획득할 수 있지만, 1이 나올 경우에는 버프를 획득할 수 없고 럭키 다이스의 재사용 대기시간이 감소한다.\n#c4차 스킬 '더블 럭키 다이스'를 익히기 위해 20레벨 이상 필요#","주사위를 던져 자신의 행운을 시험한다. 주사위의 결과에 따라 일정 시간 동안 랜덤 버프를 획득할 수 있지만, 1이 나올 경우에는 버프를 획득할 수 없고 럭키 다이스의 재사용 대기시간이 감소한다.","MP #mpCon 소비, 주사위 버프 지속시간 #time초, 재사용 대기시간 #cooltime초","MP #mpCon 소비, 주사위 버프 지속시간 #time초, 재사용 대기시간 #cooltime초",
5110010,방어에 정신을 집중하여 적의 공격을 흘리고 피해를 감소시킨다.,,받는 피해 #damAbsorbShieldR% 감소,,
5110011,크리티컬 확률 및 크리티컬 시 데미지를 증가시키고 보스에게 추가 크리티컬 확률이 적용된다.,,크리티컬 확률 #cr% 증가. 크리티컬 데미지 #criticaldamage% 증가. 보스에게 추가 크리티컬 확률 #prop% 적용,,
5110000,기절 상태의 적을 공격 시 크리티컬 확률이 증가한다. 추가로 공격 성공 시 일정 확률로 적을 기절시킨다.,,"기절 상태의 적 공격 시 크리티컬 확률 #prop% 증가, 공격 성공 시 #subProp% 확률로 기절",,
5111013,에너지를 폭발시켜 근처의 적 다수를 공격한다. 일정 확률로 대상을 기절시킬 수 있다.,,"에너지 #forceCon 소비, #damage% 데미지로 최대 #mobCount명의 적을 공격, #prop% 확률로 #time초 동안 기절",,
5111015,지면을 강타하여 충격파를 일으킨다. 충격파는 다수의 적을 관통하며 공격한다. 완충 상태이므로 더 강하게 공격한다.,지면을 강타하여 충격파를 일으킨다. 충격파는 다수의 적을 관통하며 공격한다.,"MP #mpCon 소비 혹은 에너지 #forceCon 소비, #damage% 데미지로 최대 #mobCount명의 적을 공격. 완충 상태이므로 데미지 10% 증가","MP #mpCon 소비 혹은 에너지 #forceCon 소비, #damage% 데미지로 최대 #mobCount명의 적을 공격. 완충 상태이므로 데미지 10% 증가",
5121007,초인과 함께 대상에게 소나기 펀치를 퍼붓는다. 완충 상태에서는 공격 횟수와 공격 범위가 증가한다.,,"MP #mpCon 소비 혹은 에너지 #forceCon 소비, #damage%의 데미지로 #attackCount번 공격, 완충 시 #y번 공격",,
5121001,대지의 품안에 잠들어 있던 드래곤의 영혼을 불러내어 다수의 적에게 큰 데미지를 주고 일정 시간 받는 피해를 증가시킨다. 완충 시에만 사용 가능하다.,,"에너지 #forceCon 소비, #damage% 데미지로 최대 #mobCount명의 적을 #attackCount번 공격, 공격받은 적은 #time초 동안 받는 최종 데미지 #x% 증가.\n재사용 대기시간 #cooltime초, 완충 시에만 사용가능.",,
5121013,전함 노틸러스호에 공격 명령을 내려 적 다수를 동시에 공격한다. 노틸러스는 공격 반사 상태의 적을 공격해도 피해를 입지 않으며 사용 후 일정 시간 동안 체술 스킬로 공격 시 추가 공격을 한다.,,"MP #mpCon소비, #damage% 데미지로 최대 #mobCount명의 적을 #attackCount번 공격\n#c[파이널 어택류 스킬]# 재사용 대기시간 중 써머솔트 킥, 스크류 펀치, 더블 스파이럴, 피스트 인레이지, 퓨리어스 차지로 공격 시 단일 적에게 #y% 데미지의 추가 공격 #w번이 #x% 확률로 발동\n재사용 대기시간 #cooltime초",,
5121016,강력한 에너지를 모아 초인과 함께 적들을 향해 쏜다. #c에너지 완충 시# 데미지가 강화되고 사정거리가 증가된 더블 블라스트를 사용한다.,강력한 에너지를 모아 초인과 함께 적들을 향해 쏜다. #c에너지 완충 시# 데미지가 강화된 더블 블라스트를 더욱 멀리 사용할 수 있다.,"MP #mpCon 소비, #mobCount명의 적 #damage% 데미지로 #attackCount번 공격, 에너지 완충 시 사용하는 더블 블라스트 데미지 #damR% 증가","MP #mpCon 소비, #mobCount명의 적 #damage% 데미지로 #attackCount번 공격, 에너지 완충 시 사용하는 더블 블라스트 데미지 #damR% 증가",
5121017,강력한 에너지를 모아 초인과 함께 적들을 향해 쏜다. 에너지 블라스트보다 데미지와 사정 거리가 강화되었다.,,"에너지 #forceCon 소비, #mobCount명의 적 #damage% 데미지로 #attackCount번 공격",,
5121015,"일정 시간 잊혀진 독사의 혼을 불러내어 공격력을 증가시키고, 패시브 효과로 상태 이상과 모든 속성 내성, 너클 숙련도를 높인다.\n필요 스킬 : #c너클 마스터리 10레벨 이상#",,"MP #mpCon 소비, #time초 동안 공격력 #indiePadR% 증가.\n[패시브 효과 : 너클 숙련도 증가량 #mastery%로 증가, 상태 이상 #asrR, 모든 속성 내성 #terR% 증가]",,
5121010,자신을 포함한 파티 전원이 사용하는 스킬의 재사용 대기시간을 초기화한다.\n재사용 대기시간 초기화의 효과를 받지 않는 스킬에는 효과가 없다.\n타임 리프는 재사용 대기시간 초기화의 효과를 받지 않고 효과를 받은 파티원은 일정 시간 동안 타임 리프의 효과를 다시 받을 수 없다.,"자신을 포함한 팀 전원이 사용하는 모든 스킬의 재사용 대기시간을 초기화한다. 단, 타임 리프와 일부 스킬의 재사용 대기시간은 초기화할 수 없다.","MP #mpCon 소비, 재사용 대기시간 #cooltime초\n효과를 받은 파티원은 #time초 동안 타임 리프의 효과를 다시 받을 수 없음.",,
5121009,"HP, MP를 소비하여 일정 시간 동안 팀원 전원의 공격 속도를 2단계 증가시킨다. 기존 부스터와 중복해서 사용할 수 있다.\n필요 스킬 : #c너클 부스터 10레벨 이상#",,"HP #hpCon, MP #mpCon 소비, #time초 동안 공격 속도 증가",,
5121000,"일정 시간 동안 파티원의 모든 능력치를 일정 퍼센트만큼 증가시켜 준다. 메이플 용사, 시그너스 나이츠, 노바의 용사, 레프의 용사, 이계의 용사, 아니마의 용사, 륀느의 가호는 중첩되지 않는다.",,"MP #mpCon 소비, #time초 동안 AP를 직접 투자한 모든 능력치 #x% 증가",,
5121008,"정신을 집중하여 상태 이상으로부터 벗어난다. 사용 후 3초 동안 상태 이상 면역. 단, 일부 상태 이상 효과에는 적용되지 않는다.",,"MP #mpCon 소비, 재사용 대기시간 #cooltime초",,
5120012,일정 확률로 주사위 2개를 동시에 던져 자신의 행운을 시험한다. 주사위의 눈이 같을 경우에는 보다 강력한 버프 효과가 적용된다.\n필요 스킬 : #c럭키 다이스 20레벨 이상#,일정 확률로 주사위 2개를 동시에 던져 자신의 행운을 시험한다. 주사위의 눈이 같을 경우에는 보다 강력한 버프 효과가 적용된다.\n필요 스킬 : #c럭키 다이스 20레벨 이상#,"MP #mpCon 소비, #prop% 확률로 럭키 다이스 사용 시, 더블 럭키 다이스 발동, 주사위 버프 지속시간 #time초\n#c재사용 대기시간 #cooltime초#","MP #mpCon 소비, #prop% 확률로 럭키 다이스 사용 시, 더블 럭키 다이스 발동, 주사위 버프 지속시간 #time초\n#c재사용 대기시간 #cooltime초#",
5120018,에너지를 컨트롤하는 능력을 극한으로 끌어올려 완충 상태의 효과들을 모두 강화한다.\n필요 스킬 : #c슈퍼 차지 20레벨 이상#,,"공격 시 #x의 에너지 충전, 에너지 차지 발동 시 공격력 #pad, 이동속도 #speed, 방어력 #pdd 증가. 에너지 충전 중일 때는 절반의 효과, 보스 몬스터 공격 시 2배의 에너지 충전",,
5120011,"피격 시 받는 피해가 감소하고 순간적으로 데미지가 증가한다. 스킬 레벨이 높아질수록 지속시간, 발동확률, 증가하는 데미지가 증가한다. 카운터 어택 효과는 1초에 한 번 이상 발동될 수 없다.","피격 시 받는 피해가 감소하고 순간적으로 데미지가 증가한다. 스킬 레벨이 높아질수록 지속시간, 발동확률, 증가하는 데미지가 증가한다. 카운터 어택 효과는 1초에 한 번 이상 발동될 수 없다.","피격 시 #prop% 확률로 피격 데미지 #y% 감소, #time초 동안 데미지 #indieDamR% 증가, 최대 HP의 일정 비율로 피해를 입히는 공격에도 발동.\n[패시브 효과 : 스크류 펀치와 더블 스파이럴의 데미지 #damR% 증가]",피격 시 #prop% 확률로 #time초 동안 데미지 #indieDamR% 증가,
5120014,공격 시 일정 확률로 적의 방어율 100%를 무시한다. 보스에게도 동일하게 적용된다.,공격 시 일정 확률로 적의 방어율을 100% 무시한다. 보스에게도 동일하게 적용된다.,#x% 확률로 적의 방어율 100% 무시,#x% 확률로 적의 방어율 100% 무시,
5121020,초인과 함께 대상에게 소나기 펀치를 퍼붓는다. 완충 상태에서는 공격 횟수와 공격 범위가 증가한다.,,"MP #mpCon 소비 혹은 에너지 #forceCon 소비, #x%의 데미지로 #y번 공격, 완충 시 #damage%의 데미지로 #attackCount번 공격.",,
5120021,,,,,
5120043,더블 럭키 다이스 미발동 시 일정 확률로 재사용 대기시간이 적용되지 않으며 다음에는 반드시 4 이상의 더블 럭키 다이스가 발동된다.,,"더블 럭키 다이스 미발동 시 #prop% 확률로 재사용 대기시간 미적용, 다음 시전 시 4 이상의 더블 럭키 다이스 발동",,
5120044,더블 럭키 다이스에 행운의 숫자 7이 추가된다.\n필요 스킬 : #c더블 럭키 다이스 5레벨 이상#,,더블 럭키 다이스에 7 추가,,
5120045,"럭키 다이스에서 4, 5, 6이 나올 확률을 증가시킨다.",,"럭키 다이스 4, 5, 6 나올 확률 증가",,
5120046,피스트 인레이지의 데미지를 증가시킨다.,,데미지 #damR% 증가,,
5120047,피스트 인레이지의 보스 몬스터 공격 시 데미지를 증가시킨다.,,보스 몬스터 공격 시 데미지 #bdR% 증가,,
5120048,피스트 인레이지의 공격 횟수를 증가시킨다.,,공격 횟수 #attackCount 증가,,
5120049,에너지 블라스트의 데미지를 증가시킨다.,,데미지 #damR% 증가,,
5120050,에너지 블라스트의 최대 공격 가능한 몬스터 수를 증가시킨다.,,최대 공격 가능한 몬스터 수 #targetPlus 증가,,
5120051,에너지 블라스트의 공격 횟수를 증가시킨다.,,공격 횟수 #attackCount 증가,,
5121052,완충된 에너지를 한 곳에 모아 응축된 구의 형태로 발현시킨다. #c에너지가 완충#된 후 감소중인 상태에서만 사용할 수 있다. 사용 후 특별한 전용 버프가 걸린다.,,"에너지 #forceCon 소비, #mobCount명의 적에게 #damage% 데미지로 #attackCount번 공격. #c에너지가 완충#된 후 감소중인 상태에서만 사용 가능. #time초 동안 크리티컬 데미지 #x%만큼 증가하는 전용 버프 발동. 최대 4회 중첩 가능.\n재사용 대기시간 #cooltime초",,
5121053,"메이플 월드 곳곳을 누빈 전설의 모험가들만이 사용할 수 있는 버프로, 데미지를 증가시킨다.",,"MP #mpCon 소비, #time초 동안 데미지 #indieDamR% 증가.\n재사용 대기시간 #cooltime초. 파티원 중 모험가 직업군에만 효과",,
5121054,내부의 힘을 격발시켜 일정 시간 동안 지속적으로 에너지가 충전되며 데미지가 증가한다. 추가로 영구히 보스 몬스터 공격 시 데미지가 증가한다.,,"MP #mpCon 소비, 에너지 완충\n#time 초 동안 데미지 #indieDamR% 증가, 일정 주기로 에너지 #x 스스로 충전\n재사용 대기시간 #cooltime초\n[패시브 효과 : 보스 몬스터 공격 시 데미지 #bdR% 증가]",,
5121055,완충된 에너지를 한 곳에 모아 응축된 구의 형태로 발현시킨다. #c에너지가 완충#된 후 감소중인 상태에서만 사용할 수 있다. 사용 후 특별한 전용 버프가 걸린다.,,"에너지 #forceCon 소비, #mobCount명의 적에게 #damage% 데미지로 #attackCount번 공격. #c에너지가 완충#된 후 감소중인 상태에서만 사용 가능. #time초 동안 크리티컬 데미지 #x%만큼 증가하는 전용 버프 발동. 최대 4회 중첩 가능.\n재사용 대기시간 #cooltime초",,
5200010,"더블 파이어 사용 시 발사되는 총알의 수가 하나 증가하고, 공격력이 증가한다.\n필요 스킬 : #c더블 파이어 20레벨#\n#c4차 스킬 '래피드 파이어'를 익히기 위해 20레벨 이상 필요#","더블 파이어 사용 시 발사되는 총알의 수가 하나 증가하고, 공격력이 증가한다.\n필요 스킬 : #c더블 파이어 20레벨#","MP #mpCon 소비, #damage% 데미지로 3번 공격","MP #mpCon 소비, #damage% 데미지로 3번 공격",
5201012,노틸러스의 용맹한 선원들 중 한 명을 랜덤하게 소환한다. 소환된 선원은 자유롭게 움직이며 적들을 공격하며 공격반사 상태의 적을 공격해도 피해를 입지 않는다.,,"MP #mpCon 소비, #time초 동안 #damage% 공격력의 노틸러스 선원 랜덤 소환, 재사용 대기시간 #cooltime초",,
5201001,적들에게 탄환을 매우 빠른 속도로 발사한다.,적들에게 탄환을 세 번 매우 빠른 속도로 발사한다.,"MP #mpCon 소비, #damage% 데미지로 #mobCount명의 적 #attackCount번 공격","MP #mpCon 소비, #damage% 데미지로 #mobCount명의 적 #attackCount번 공격",
5201006,후방으로 긴급 회피하며 총을 쏜다.필요 스킬 : #c윙즈 4레벨 이상#,,"MP #mpCon 소비, #damage% 데미지",,
5201003,MP를 소비하여 일정 시간 동안 건의 공격 속도를 2단계 증가시킨다.\n필요 스킬 : #c건 마스터리 5레벨 이상#,,"MP #mpCon 소비, #time초 동안 건의 공격 속도 증가",,
5201011,"발 밑으로 사격을 한 반동으로 높이 점프한다. 공중에서는 점프력이 감소하고 1번만 사용할 수 있으며 지상에서 윙즈를 사용해 점프했다면 공중에서 사용할 수 없다.\n윙즈를 사용해 점프를 한 후 스킬 키를 다시 누르고 있으면 천천히 하강하며 활공하고, 키를 떼면 정상 속도로 하강한다. ",,MP #mpCon 소비,,
5201008,불릿을 한 번에 다수 소비한 후 일정 시간 동안 불릿 소비 없이 공격할 수 있다.,불릿을 한 번에 다수 소비한 후 일정 시간 동안 불릿 소비 없이 공격할 수 있다.,"MP #mpCon 소비, 불릿 #bulletConsume개 소비, #time초 동안 지속","MP #mpCon 소비, 불릿 #bulletConsume개 소비, #time초 동안 지속",
5200000,"건 숙련도, 총알의 개수를 증가시킨다.\n#c4차 스킬 '캡틴 디그니티'를 익히기 위해 10레벨 이상 필요#",,"건 숙련도 #mastery% 증가, 불릿 수 #y 증가",,
5200009,신체 단련을 통해 영구적으로 힘과 민첩성을 증가시킨다.,,"영구적으로 힘 #strX, 민첩성 #dexX 증가\n영구적으로 #damAbsorbShieldR% 피해 감소",,
5201005,기존 점프보다 훨씬 체공시간이 긴 점프를 한다.,,"MP #mpCon 소비, 낙하속도 #x",,
5201013,노틸러스의 용맹한 선원들 중 한 명을 랜덤하게 소환한다. 소환된 선원은 자유롭게 움직이며 적들을 공격한다.,,"MP #mpCon 소비, #time초 동안 #damage% 공격력의 노틸러스 선원 랜덤 소환, 재사용 대기시간 #cooltime초",,
5201014,노틸러스의 용맹한 선원들 중 한 명을 랜덤하게 소환한다. 소환된 선원은 자유롭게 움직이며 적들을 공격한다.,,"MP #mpCon 소비, #time초 동안 #damage% 공격력의 노틸러스 선원 랜덤 소환, 재사용 대기시간 #cooltime초",,
5211008,산탄을 발사해 전방의 적 다수에게 피해를 입힌다.,산탄을 발사해 전방의 적 다수에게 피해를 입힌다.,"MP #mpCon 소비, 불릿 #bulletConsume개 소비, #damage% 데미지로 #mobCount명의 적 #attackCount번 공격","MP #mpCon 소비, 불릿 #bulletConsume개 소비, #damage% 데미지로 #mobCount명의 적 #attackCount번 공격",
5211010,거대한 탄환을 발사해 적들을 밀어내고 데미지를 준다. 일부 몬스터는 저항하여 밀리지 않는다.,,"MP #mpCon 소비, 6명의 적에게 #damage% 데미지를 입히고 #x 거리만큼 밀어냄",,
5211014,문어를 소환하여 일정 시간 주위 적들에게 개틀링을 무차별 난사하게 한다. 공격반사 상태의 적을 공격해도 피해를 입지 않는다.,한층 업그레이드된 문어를 소환한다. 문어는 일정 시간 주위 적들에게 개틀링을 무차별 난사하고 사라진다.,"MP #mpCon 소비, #time초 동안 #damage% 공격력의 문어 소환, 재사용 대기시간 #cooltime초","MP #mpCon 소비, #time초 동안 #damage% 공격력의 문어 소환, 재사용 대기시간 #cooltime초",
5211007,"주사위를 던져 자신의 행운을 시험한다. 주사위의 결과에 따라 일정 시간 동안 랜덤 버프를 획득할 수 있지만, 1이 나올 경우에는 버프를 획득할 수 없고 럭키 다이스의 재사용 대기시간이 감소한다.\n#c4차 스킬 '더블 럭키 다이스'를 익히기 위해 20레벨 이상 필요#","주사위를 던져 자신의 행운을 시험한다. 주사위의 결과에 따라 일정 시간 동안 랜덤 버프를 획득할 수 있지만, 1이 나올 경우에는 버프를 획득할 수 없고 럭키 다이스의 재사용 대기시간이 감소한다.","MP #mpCon 소비, 주사위 버프 지속시간 #time초, 재사용 대기시간 #cooltime초","MP #mpCon 소비, 주사위 버프 지속시간 #time초, 재사용 대기시간 #cooltime초",
5210009,불릿에 흠집을 내어 파괴력이 한층 강화된 불릿을 사용한다.,,공격력 #padX 증가,,
5210012,"발키리 특유의 끈기로 방어력과 최대 HP, MP가 영구히 증가한다.","발키리 특유의 끈기로 방어력과 최대 HP, MP가 영구히 증가한다.","방어력 #pddR%만큼 증가, 최대 HP 및 MP #x 만큼 증가","방어력 #pddR%만큼 증가, 최대 HP 및 MP #x 만큼 증가",
5210013,"불릿을 철갑으로 감싸는 기술을 익혀 데미지, 크리티컬 확률을 증가시키고 몬스터 방어를 일부 무시할 수 있다.",,"최종 데미지 #pdR%, 크리티컬 확률 #cr% 증가. 몬스터 방어 #ignoreMobpdpR% 무시",,
5210015,"서먼크루를 강화하여 네 명의 선원 중 두 명을 랜덤하게 소환한다. 소환된 선원은 자유롭게 적들을 공격하며, 치명적인 상태 이상 공격에 자신을 희생하여 보호한다.\n#c4차 스킬 '크루 커맨더십'을 익히기 위해 10레벨 이상 필요#",,"MP #mpCon 소비, 전투를 도와주는 용맹한 선원 두 명 소환. 선원 유지 시간 #time 초, 재사용 대기시간 #cooltime 초.\n선원들의 데미지 증가\n무라트 : #damage%의 데미지로 증가\n발레리 : #w%로 증가\n잭 : #y%로 증가\n스토너 : #z% 데미지의 스토너 소환\n상태 이상 공격을 당하면 선원 중 한 명이 상태 이상을 막아준다. 상태 이상을 한 번 막은 선원은 재소환될 때까지 상태 이상을 막을 수 없다.",,
5210016,"서먼크루를 강화하여 네 명의 선원 중 두 명을 랜덤하게 소환한다. 소환된 선원은 자유롭게 적들을 공격하며, 치명적인 상태 이상 공격에 자신을 희생하여 보호한다.",,"MP #mpCon 소비, 전투를 도와주는 용맹한 선원 두 명 소환. 선원 유지 시간 #time 초, 재사용 대기시간 #cooltime 초. 상태 이상 공격을 당하면 선원 중 한 명이 대신 당한 뒤 사라짐",,
