skillID,commonName,commonValue
5111013,damage,340+3*x
5111013,mobCount,8
5111013,attackCount,2
5111013,prop,30+x
5111013,time,5+d(x/10)
5111013,hcTime,1
5111013,hcProp,u(x/4)
5111013,forceCon,140
5111015,maxLevel,20
5111015,mpCon,18+2*d(x/4)
5111015,damage,750+12*x
5111015,mobCount,8
5111015,forceCon,180
5121007,mpCon,20+2*d(x/5)
5121007,attackCount,8
5121007,damage,200+4*x
5121007,maxLevel,30
5121007,forceCon,150
5121007,x,200+4*x
5121007,y,10
5121001,maxLevel,30
5121001,mpCon,0
5121001,damage,180+4*x
5121001,attackCount,12
5121001,mobCount,10
5121001,forceCon,180
5121001,cooltime,10
5121001,x,5+d(x/2)
5121001,time,15
5121013,maxLevel,30
5121013,mpCon,350
5121013,damage,320+4*x
5121013,attackCount,7
5121013,mobCount,15
5121013,cooltime,60
5121013,x,40+2*x
5121013,y,105+2*x
5121013,attackDelay,1950
5121013,w,2
5121016,maxLevel,30
5121016,mpCon,25+3*d(x/4)
5121016,damage,415+5*x
5121016,mobCount,8+d(x/15)
5121016,attackCount,4
5121016,prop,0
5121016,x,0
5121016,damR,20
5121017,maxLevel,30
5121017,mpCon,25+3*d(x/4)
5121017,forceCon,260
5121017,damage,415+5*x
5121017,attackCount,4
5121017,mobCount,10
5121015,maxLevel,30
5121015,mpCon,30+d(x/2)
5121015,time,60+4*x
5121015,mastery,55+u(x/2)
5121015,asrR,x
5121015,terR,x
5121015,x,0
5121015,indiePadR,x
5121010,maxLevel,5
5121010,mpCon,480-15*x
5121010,cooltime,180
5121010,x,50-5*x
5121010,time,180
5121009,maxLevel,20
5121009,hpCon,80-2*x
5121009,mpCon,80-2*x
5121009,time,100+4*x
5121009,x,-2
5121000,maxLevel,30
5121000,mpCon,10+10*d(x/5)
5121000,x,u(x/2)
5121000,time,30*x
5121008,maxLevel,5
5121008,mpCon,30
5121008,cooltime,660-60*x
5121008,time,1
5120012,maxLevel,5
5120012,mpCon,60
5120012,time,180
5120012,cooltime,200-4*x
5120012,pddR,30
5120012,mhpR,20
5120012,mmpR,20
5120012,cr,15
5120012,damR,20
5120012,expR,30
5120012,u,15
5120012,v,17
5120012,w,17
5120012,x,17
5120012,prop,10*x
5120012,z,0
5120012,ignoreMobpdpR,20
5120018,maxLevel,10
5120018,acc,250+5*x
5120018,pdd,500+10*x
5120018,mdd,500+10*x
5120018,pad,30+2*x
5120018,x,300+5*x
5120018,y,300+5*x
5120018,z,10000
5120018,speed,30+x
5120018,prop,0
5120011,maxLevel,10
5120011,indieDamR,5+2*x
5120011,prop,5+2*x
5120011,time,10+2*x
5120011,x,1
5120011,damR,10*x
5120011,y,40
5120014,maxLevel,20
5120014,x,2*x
5121020,mpCon,20+2*d(x/5)
5121020,attackCount,10
5121020,damage,200+4*x
5121020,maxLevel,30
5121020,forceCon,150
5121020,x,200+4*x
5121020,y,8
5121020,MDamageOver,70000000
5120021,damage,105+2*x
5120021,prop,40+2*x
5120021,maxLevel,30
5120021,mobCount,1
5120021,attackCount,2
5120043,maxLevel,1
5120043,prop,40
5120044,maxLevel,1
5120044,prop,9
5120045,maxLevel,1
5120045,prop,5
5120046,maxLevel,1
5120046,damR,20
5120047,maxLevel,1
5120047,bdR,20
5120048,maxLevel,1
5120048,attackCount,1
5120049,maxLevel,1
5120049,damR,20
5120050,maxLevel,1
5120050,targetPlus,2
5120051,maxLevel,1
5120051,attackCount,1
5121052,maxLevel,1
5121052,forceCon,1500
5121052,damage,650
5121052,attackCount,5
5121052,mobCount,8
5121052,x,10
5121052,time,90
5121052,cooltime,10
5121053,maxLevel,1
5121053,mpCon,100
5121053,time,60
5121053,cooltime,120
5121053,indieDamR,10
5121054,maxLevel,1
5121054,mpCon,300
5121054,indieDamR,20
5121054,bdR,20
5121054,time,120
5121054,cooltime,240
5121054,subTime,4
5121054,x,800
5121055,maxLevel,1
5121055,forceCon,1500
5121055,damage,650
5121055,attackCount,5
5121055,mobCount,8
5121055,x,10
5121055,time,90
5121055,cooltime,10
5200010,maxLevel,20
5200010,mpCon,10+d(x/3)
5200010,damage,121+4*x
5200010,bulletCount,3
5200010,range,380
5201012,maxLevel,1
5201012,mpCon,25
5201012,damage,230
5201012,time,120
5201012,cooltime,120
5201012,range,200
5201001,maxLevel,20
5201001,mpCon,8+2*d(x/3)
5201001,damage,125+2*x
5201001,mobCount,6
5201001,bulletConsume,3
5201001,attackCount,3
5201006,maxLevel,20
5201006,mpCon,12+3*d(x/5)
5201006,damage,180+6*x
5201006,range,350
5201006,x,3
5201003,maxLevel,10
5201003,mpCon,31-2*x
5201003,time,18*x
5201003,x,-2
5201011,maxLevel,4
5201011,x,0
5201011,y,1250
5201011,mpCon,26-4*x
5201011,maxUseCountInOneJump,1
5201011,w,1050
5201008,mpCon,10+2*x
5201008,bulletConsume,200-20*x
5201008,time,100+16*x
5201008,x,1
5201008,maxLevel,5
5200000,maxLevel,10
5200000,mastery,10+4*x
5200000,x,12*x
5200000,y,20*x
5200009,maxLevel,5
5200009,strX,6*x
5200009,dexX,6*x
5200009,damAbsorbShieldR,10+2*x
5201005,maxLevel,5
5201005,x,200
5201005,time,600
5201005,v,500
5201013,maxLevel,1
5201013,mpCon,25+3*d(x/2)
5201013,damage,230
5201013,time,120
5201013,cooltime,120
5201013,range,200
5201014,maxLevel,1
5201014,mpCon,25+3*d(x/2)
5201014,damage,230
5201014,time,120
5201014,cooltime,120
5201014,range,200
5211008,maxLevel,20
5211008,mpCon,20+2*d(x/3)
5211008,damage,380+5*x
5211008,attackCount,2
5211008,mobCount,8
5211008,bulletConsume,2
5211010,maxLevel,20
5211010,mpCon,23+2*d(x/3)
5211010,damage,654+4*x
5211010,mobCount,6
5211010,x,400
5211010,prop,100
5211010,bulletConsume,1
5211010,hcProp,3*x
5211014,maxLevel,10
5211014,mpCon,8+x
5211014,damage,160+14*x
5211014,time,20+x
5211014,cooltime,30-2*x
5211007,maxLevel,20
5211007,mpCon,40+5*d(x/5)
5211007,time,60+6*x
5211007,cooltime,480-30*d(x/2)
5211007,pddR,30
5211007,mhpR,20
5211007,mmpR,20
5211007,cr,15
5211007,damR,20
5211007,expR,30
5211007,u,17
5211007,v,17
5211007,w,15
5210009,maxLevel,20
5210009,padX,20+2*x
5210012,pddR,5*x
5210012,mddR,5*x
5210012,mhpX,150*x
5210012,mmpX,150*x
5210012,x,150*x
5210012,maxLevel,4
5210013,cr,10+x
5210013,ignoreMobpdpR,x
5210013,maxLevel,20
5210013,pdR,x
5210015,maxLevel,10
5210015,mpCon,25+3*d(x/2)
5210015,damage,420+8*x
5210015,time,120
5210015,cooltime,120
5210015,range,200
5210015,w,480+8*x
5210015,y,240+8*x
5210015,z,400+8*x
5210016,maxLevel,10
5210016,mpCon,25+3*d(x/2)
5210016,damage,480+8*x
5210016,time,120
5210016,cooltime,120
5210016,range,200
5210017,maxLevel,10
5210017,mpCon,25+3*d(x/2)
5210017,damage,240+8*x
5210017,time,120
5210017,cooltime,120
5210017,range,200
5210018,maxLevel,10
5210018,mpCon,25+3*d(x/2)
5210018,damage,400+8*x
5210018,time,120
5210018,cooltime,120
5210018,mobCount,6
5210018,range,200
5221004,maxLevel,30
5221004,mpCon,6+d(x/10)
5221004,damage,235+3*x
5221004,range,400
5221004,x,120
5221016,maxLevel,30
5221016,mpCon,10+4*d(x/6)
5221016,cooltime,10-d(x/6)
5221016,damage,375+5*x
5221016,attackCount,12
5221016,cr,100
5221016,ignoreMobpdpR,60
5221016,range,600
5221016,prop,0
5221015,maxLevel,10
5221015,mpCon,25+6*d(x/5)
5221015,damage,450+16*x
5221015,x,2*x+5
5221015,range,400
5221015,criticaldamage,x+10
5221017,maxLevel,30
5221017,mpCon,25+3*d(x/3)
5221017,damage,469+6*x
5221017,attackCount,4
5221017,mobCount,8
5221017,bulletConsume,4
5221017,damPlus,40+3*x
5221026,maxLevel,30
5221026,mpCon,25+3*d(x/3)
5221026,damage,469+6*x
5221026,attackCount,4
5221026,mobCount,8
5221026,bulletConsume,4
5221022,maxLevel,15
5221022,mpCon,150
5221022,damage,400+3*x
5221022,mobCount,6
5221022,attackCount,3
5221022,subTime,840
5221022,time,60
5221022,cooltime,30
5221022,x,100
5221022,y,50
5221022,w,285+3*x
5221022,z,155+3*x
5221022,q,275+3*x
5220023,maxLevel,15
5220023,mpCon,150
5220023,damage,155+3*x
5220023,mobCount,6
5220023,attackCount,3
5220023,subTime,390
5220023,time,60
5220023,cooltime,30
5220023,x,100
5220023,y,50
5220024,maxLevel,15
5220024,mpCon,150
5220024,damage,285+3*x
5220024,mobCount,6
5220024,attackCount,3
5220024,subTime,630
5220024,time,60
5220024,cooltime,30
5220024,x,100
5220024,y,50
5220025,maxLevel,15
5220025,mpCon,150
5220025,damage,275+3*x
5220025,mobCount,6
5220025,attackCount,3
5220025,subTime,630
5220025,time,60
5220025,cooltime,30
5220025,x,150
5220025,y,50
5221013,maxLevel,30
5221013,mpCon,350
5221013,damage,320+4*x
5221013,attackCount,7
5221013,mobCount,15
5221013,cooltime,30
5221013,attackDelay,1950
5221013,x,50
5221013,y,30
5221021,maxLevel,10
5221021,damR,15+x
5221021,prop,3+u(x/2)
5221000,maxLevel,30
5221000,mpCon,10+10*d(x/5)
5221000,x,u(x/2)
5221000,time,30*x
5221018,maxLevel,20
5221018,mpCon,45+2*d(x/4)
5221018,time,60+6*x
5221018,indiePadR,x
5221018,indieAsrR,10+x
5221018,indieTerR,10+x
5221018,indieEva,-15*x
5221018,indieStance,20+2*x
5221010,maxLevel,5
5221010,mpCon,30
5221010,cooltime,660-60*x
5221010,time,1
5220012,maxLevel,10
5220012,indieDamR,5+x
5220012,prop,4*x
5220012,time,15+3*x
5220012,x,50
5220012,ignoreMobDamR,5+x
5220014,maxLevel,5
5220014,mpCon,60
5220014,time,180
5220014,cooltime,200-4*x
5220014,pddR,30
5220014,mhpR,20
5220014,mmpR,20
5220014,cr,15
5220014,damR,20
5220014,expR,30
5220014,u,15
5220014,v,17
5220014,w,17
5220014,x,17
5220014,prop,10*x
5220014,ignoreMobpdpR,20
5220019,u,2*x
5220019,x,2*x
5220019,w,3*x
5220019,s,x
5220019,v,x
5220019,z,2+d(x/5)
5220019,y,x
5220019,prop,x
5220019,maxLevel,15
5220019,mhpX,500+x*300
5220019,criticaldamage,10+x
5220020,maxLevel,30
5220020,mastery,55+u(x/2)
5220020,damage,185+3*x
5220020,prop,100
5220020,range,450
5220020,padX,x
5220043,maxLevel,1
5220043,prop,40
5220044,maxLevel,1
5220044,prop,9
5220045,maxLevel,1
5220045,prop,5
5220049,maxLevel,1
5220049,damR,30
5220050,maxLevel,1
5220050,range,100
5220051,maxLevel,1
5220051,bdR,20
5220046,maxLevel,1
5220046,damR,20
5220047,maxLevel,1
5220047,attackCount,1
5220048,maxLevel,1
5220048,bdR,20
5221052,maxLevel,1
5221052,mpCon,500
5221052,damage,400
5221052,attackCount,12
5221052,mobCount,15
5221052,cooltime,15
5221053,maxLevel,1
5221053,mpCon,100
5221053,time,60
5221053,cooltime,120
5221053,indieDamR,10
5221054,maxLevel,1
5221054,mpCon,300
5221054,indieAsrR,15
5221054,indieTerR,15
5221054,w,15
5221054,time,180
5221054,indieCr,10
5301000,maxLevel,20
5301000,mpCon,16+2*d(x/5)
5301000,damage,125+3*x
5301000,bulletCount,3
5301000,mobCount,4
5301000,range,450
5301000,ballDelay,180
5301000,ballDelay1,180
5301001,maxLevel,20
5301001,mpCon,20+2*d(x/5)
5301001,damage,30+2*x
5301001,mobCount,8
5301001,attackCount,3
5301001,time,900
5301001,prop,50+5*d(x/2)
5301001,w,270+5*x
5301001,x,350
5301001,hcProp,5+u(x/2)
5301002,maxLevel,10
5301002,mpCon,31-2*x
5301002,time,18*x
5301002,x,-2
5301003,mpCon,30+5*d(x/4)
5301003,time,9*x
5301003,indieMhp,20*x
5301003,indieMmp,20*x
5301003,indieAllStat,3*u(x/2)
5301003,indieSpeed,u(x/2)
5301003,indieJump,u(x/4)
5301003,indieAcc,8*x
5301003,indieEva,8*x
5301003,maxLevel,20
5300004,maxLevel,9
5300004,cr,2*x+2
5300004,criticaldamage,2+d(x/3)
5300005,maxLevel,10
5300005,mastery,10+4*x
5300005,accX,12*x
5300008,strX,6*x
5300008,dexX,6*x
5300008,maxLevel,5
5300007,maxLevel,20
5300007,damage,270+5*x
5300007,mobCount,8
5311000,maxLevel,20
5311000,mpCon,28+2*d(x/5)
5311000,damage,200+2*x
5311000,attackCount,4
5311000,mobCount,6
5311000,bulletSpeed,160
5311010,maxLevel,20
5311010,mpCon,30+8*u(x/5)
5311010,damage,140+2*x
5311010,mobCount,10
5311010,attackCount,3
5311010,prop,100
5311010,cooltime,10
5311010,dot,100+5*x
5311010,dotInterval,1
5311010,dotTime,10+x
5311010,s,7
5311010,v,9
5311010,z,20+x
5311010,time,5000
5311010,x,120
5311010,y,40
5311010,finalattackrange,1000
5311002,maxLevel,20
5311002,mpCon,35+5*d(x/5)
5311002,damage,460+20*x
5311002,mobCount,8
5311002,prop,45+5*d(x/2)
5311002,time,2+d(x/10)
5311002,w,5*u(x/2)
5311002,hcTime,1
5311002,hcProp,u(x/4)
5311002,cr,x
5311002,subTime,30
5311002,x,u(x/4)
5311003,maxLevel,5
5311003,mpCon,60-5*x
5311003,damage,165+9*x
5311003,mobCount,6
5311003,x,0
5311003,y,975+30*x
5310004,maxLevel,10
5310004,prop,50
5310004,mobCount,6
5310004,attackCount,1
5310004,damage,100+5*x
5311004,maxLevel,10
5311004,mpCon,35+5*d(x/2)
5311004,time,100+8*x
5311004,u,-6*x
5311004,v,5
5311004,w,40+x
5311004,cooltime,180
5311004,hcSubTime,1+d(x/5)
5311004,hcProp,5
5311004,pdR,x
5311004,dot,150+5*x
5311004,dotTime,5
5311004,dotInterval,1
5311004,s,u(x/2)
5311004,x,100+5*x
5311004,y,6
5311004,z,50
5311005,maxLevel,20
5311005,mpCon,40+5*d(x/5)
5311005,time,60+6*x
5311005,cooltime,480-30*d(x/2)
5311005,pddR,30
5311005,mhpR,20
5311005,mmpR,20
5311005,cr,15
5311005,damR,20
5311005,expR,30
5311005,u,17
5311005,v,17
5311005,w,15
5310006,maxLevel,10
5310006,padX,4*x
5310006,actionSpeed,-1
5310007,maxLevel,9
5310007,mhpR,2*x+2
5310007,pddR,14+4*x
5310007,mddR,14+4*x
5310007,asrR,2*x+2
5310009,maxLevel,10
5310009,prop,5+3*u(x/2)
5310009,damage,100+10*x
5310009,hcProp,3+u(x/2)
5310009,hcReflect,100+6*x
5310008,maxLevel,20
5310008,prop,5*u(x/2)
5310008,time,15
5310011,maxLevel,20
5310011,damage,240+3*x
5310011,mobCount,8
5310011,z,20
5310011,finalattackrange,1000
5310012,maxLevel,20
5321000,maxLevel,30
5321000,mpCon,50+5*d(x/6)
5321000,damage,305+8*x
5321000,attackCount,4
5321000,mobCount,8
5321000,hcCooltime,5
5321012,maxLevel,30
5321012,mpCon,45+3*d(x/5)
5321012,damage,600+5*x
5321012,mobCount,1
5321012,range,540
5321012,cr,u(x/2)
5321012,bulletCount,4
5321012,ballDelay,120
5321012,ballDelay1,120
5321012,ballDelay2,120
5321012,ignoreMobpdpR,5+d(x/2)
5321012,bulletSpeed,140
5321003,maxLevel,20
5321003,mpCon,54+8*u(x/5)
5321003,time,"10+d(x/2)
"
5321003,damage,"260+10*x
"
5321003,mobCount,8
5321003,prop,"35+2*x
"
5321003,subTime,"1+d(x/5)
"
5321003,selfDestruction,"405+11*x
"
5321003,hcCooltime,5
5321003,hcSubTime,1
5321003,hcProp,5
5321004,maxLevel,15
5321004,mpCon,40+10*d(x/5)
5321004,damage,175+8*x
5321004,time,30+2*x
5321004,cooltime,10
5321004,mobCount,1
5321001,maxLevel,30
5321001,mpCon,350
5321001,damage,390+4*x
5321001,attackCount,5
5321001,mobCount,15
5321001,cooltime,60-2*d(x/2)
5321001,attackDelay,1950
5321001,x,50
5321010,maxLevel,30
5321010,prop,u(x/2)
5321010,x,20+2*x
5321010,mpCon,50+5*d(x/5)
5321010,time,6*x
5321010,bdR,x+10
5321005,maxLevel,30
5321005,mpCon,10+10*d(x/5)
5321005,x,u(x/2)
5321005,time,30*x
5321006,maxLevel,5
5321006,mpCon,30
5321006,cooltime,660-60*x
5321006,time,1
5320009,maxLevel,30
5320009,ignoreMobpdpR,5+d(x/2)
5320009,pdR,x
5320009,mastery,55+u(x/2)
5320009,actionSpeed,-1
5320008,maxLevel,30
5320008,mpCon,55+5*u(x/6)
5320008,time,180
5320008,indieMhp,400+20*x
5320008,indieMmp,400+20*x
5320008,indieAllStat,30+x
5320008,indieSpeed,10+u(x/6)
5320008,indieJump,5+u(x/6)
5320008,indieAcc,160+3*x
5320008,indieEva,160+3*x
5320007,maxLevel,5
5320007,mpCon,60
5320007,time,180
5320007,cooltime,200-4*x
5320007,pddR,30
5320007,mhpR,20
5320007,mmpR,20
5320007,cr,15
5320007,damR,20
5320007,expR,30
5320007,u,15
5320007,v,17
5320007,w,17
5320007,x,17
5320007,prop,10*x
5320011,maxLevel,15
5320011,damage,175+8*x
5320011,time,30+2*x
5320011,cooltime,10
5320011,mobCount,1
5320043,maxLevel,1
5320043,attackCount,1
5320043,x,60
5320044,maxLevel,1
5320044,time,10
5320045,maxLevel,1
5320045,x,1
5320046,maxLevel,1
5320046,damR,20
5320047,maxLevel,1
5320047,targetPlus,2
5320048,maxLevel,1
5320048,attackCount,1
5320049,maxLevel,1
5320049,damR,20
5320050,maxLevel,1
5320050,cr,15
5320051,maxLevel,1
5320051,bulletCount,1
5320051,ballDelay,60
5321052,maxLevel,1
5321052,mpCon,300
5321052,damage,600
5321052,attackCount,3
5321052,time,12
5321052,subTime,240
5321052,cooltime,90
5321052,mobCount,10
5321053,maxLevel,1
5321053,mpCon,100
5321053,time,60
5321053,cooltime,120
5321053,indieDamR,10
5321054,maxLevel,1
5321054,mpCon,300
5321054,time,180
5321054,x,3
5321054,y,45
9001003,mpCon,1
9001003,time,1800
9001003,indiePad,30
9001003,indieMad,30
9001003,indieMhpR,30
9001003,indieMmpR,30
9001003,pdd,100
9001003,mdd,100
9001003,eva,100
9001003,speed,40
9001003,maxLevel,1
9001006,mobCount,10
9001006,damage,9999
9001006,attackCount,10
9001006,MDamageOver,99999999
9001006,maxLevel,1
9001010,maxLevel,1
9001010,mpCon,1
9001010,damage,9999
9001010,attackCount,8
9001010,mobCount,6
10000012,maxLevel,20
10000012,x,x
10000012,y,x
10000012,z,x
10000073,maxLevel,30
10000073,x,x
10000073,y,x
10000073,z,x
10000074,maxLevel,1
10000074,x,20
10001085,mpCon,0
10001085,maxLevel,1
10000086,indiePad,5
10000086,maxLevel,1
10000086,time,600
10000086,indieMad,5
10000086,x,600
10001087,mpCon,0
10001087,maxLevel,1
10000088,maxLevel,1
10000088,time,600
10000088,x,600
10000088,indiePad,10
10000088,indieMad,10
10001090,mpCon,0
10001090,maxLevel,1
10000091,indiePad,5
10000091,maxLevel,1
10000091,time,600
10000091,indieMad,5
10000091,x,600
10001092,damage,1200
10001092,mobCount,15
10001092,maxLevel,1
10000093,maxLevel,1
10000093,damage,500
10000093,y,30
10000093,mobCount,6
10000093,z,20
10001094,damage,1500
10001094,mobCount,10
10001094,maxLevel,1
10001095,damage,300
10001095,mobCount,10
10001095,maxLevel,1
10000097,mpCon,0
10000097,damage,600
10000097,mobCount,10
10000097,maxLevel,1
10001098,mpCon,0
10001098,maxLevel,1
10001098,cooltime,5
10000099,damage,1200
10000099,mobCount,10
10000099,maxLevel,1
10000099,iceGageCon,20
10000099,prop,100
10000099,time,3
10000100,maxLevel,1
10000100,damage,500
10000100,attackCount,4
10000100,mobCount,10
10000100,iceGageCon,40
10000100,prop,100
10000100,dot,200
10000100,dotInterval,1
10000100,dotTime,5
10000103,maxLevel,1
10000103,mpCon,0
10000103,damage,900
10000103,iceGageCon,5
10000103,mobCount,10
10000103,prop,20
10000103,time,1
10000104,maxLevel,1
10000104,mobCount,10
10000104,mpCon,0
10000104,time,10
10000104,prop,50
10000104,x,2003
10000104,iceGageCon,60
10001105,maxLevel,1
10001105,morph,2002
10001105,mpCon,0
10001105,time,350
10001179,mpCon,0
10001179,maxLevel,1
10000180,maxLevel,1
10000180,time,600
10000180,x,600
10000180,indiePad,12
10000180,indieMad,12
10000190,maxLevel,1
10000190,madX,5
10000190,padX,5
10000190,strX,5
10000190,dexX,5
10000190,intX,5
10000190,lukX,5
10000201,maxLevel,5
10000201,time,20*x
10000201,x,1
10000201,damage,10*x
10000202,maxLevel,6
10000202,x,x
10001244,maxLevel,1
10001244,mpCon,0
10001244,damage,130
10001244,attackCount,1
10001244,mobCount,3
10001245,maxLevel,1
10001245,mpCon,100
10001245,cooltime,600
10001245,x,130000000
10000246,maxLevel,1
10000246,lv2str,50
10000247,maxLevel,1
10000247,lv2dex,50
10000248,maxLevel,1
10000248,lv2int,50
10000249,maxLevel,1
10000249,lv2luk,50
10000250,maxLevel,1
10000250,x,0
10000250,padR,10
10000250,madR,10
10001251,maxLevel,1
10000252,maxLevel,1
10000252,mpCon,4
10001253,maxLevel,1
10001253,mpCon,4
10001253,x,0
10001253,y,1200
10001254,maxLevel,1
10001254,mpCon,4
10001254,x,600
10001254,y,500
10000255,maxLevel,10
10000255,asrR,x+d(x/2)
10000255,terR,x+d(x/2)
10000255,padX,5+2*x
10000255,madX,5+2*x
10000256,maxLevel,10
10000256,asrR,x+d(x/2)
10000256,terR,x+d(x/2)
10000256,padX,5+2*x
10000256,madX,5+2*x
10000257,maxLevel,10
10000257,asrR,x+d(x/2)
10000257,terR,x+d(x/2)
10000257,padX,5+2*x
10000257,madX,5+2*x
10000258,maxLevel,10
10000258,asrR,x+d(x/2)
10000258,terR,x+d(x/2)
10000258,padX,5+2*x
10000258,madX,5+2*x
10000259,maxLevel,10
10000259,asrR,x+d(x/2)
10000259,terR,x+d(x/2)
10000259,padX,5+2*x
10000259,madX,5+2*x
11001002,mpCon,3+2*u(x/5)
11001002,damage,200+5*x
11001002,maxLevel,20
11001003,mpCon,6+2*d(x/5)
11001003,damage,160+5*x
11001003,range,180
11001003,mobCount,6
11001003,maxLevel,20
11001004,maxLevel,10
11001004,mpCon,10+x
11001004,time,100+10*x
11001004,x,1
11001004,damage,60+6*x
11001001,maxLevel,10
11001001,time,100+10*x
11001001,mpCon,2+6*u(x/5)
11001001,pdd,20*x
11000005,maxLevel,10
11000005,mhpR,2*x
11000006,maxLevel,1
11000006,x,400
11000006,PVPdamage,1
11001020,maxLevel,20
11001020,mpCon,10+d(x/5)
11001020,damage,70+x
11001020,attackCount,3
11001020,mobCount,4
11001022,maxLevel,10
11001022,mpCon,50-3*x
11001022,time,80+10*x
11001022,prop,8*x
11001022,subTime,2
11001022,ignoreMobpdpR,x
11000021,maxLevel,15
11000021,padX,5+x
11000023,maxLevel,20
11000023,mhpR,x
11000023,pddX,50*x
11000023,mddX,50*x
11000023,psdSpeed,2*x
11000023,psdJump,x
11000023,speedMax,x
11100000,maxLevel,20
11100000,mastery,10+2*x
11100000,x,6*x
11101001,maxLevel,20
11101001,mpCon,31-1*x
11101001,time,10*x
11101001,x,-2
11101002,maxLevel,20
11101002,prop,25+x
11101002,damage,100+6*d(x/2)
11101002,mpCon,15+d(x/2)
11101002,time,250+20*x
11101002,x,1
11101003,maxLevel,20
11101003,indiePad,10+x
11101003,mpCon,4+8*u(x/10)
11101003,time,60+6*x
11101004,maxLevel,20
11101004,mpCon,15+d(x/3)
11101004,damage,260+5*x
11101004,mobCount,5
11101004,range,350
11101008,maxLevel,20
11101008,mpCon,10+d(x/3)
11101008,damage,170+2*x
11101008,mobCount,3
11101008,attackCount,2
11101005,maxLevel,10
11101005,mpCon,65-5*x
11101006,mpCon,10+d(x/2)
11101006,x,10+x
11101006,y,100+20*x
11101006,time,60+6*x
11101006,maxLevel,20
11100007,strX,3*x
11100007,dexX,3*x
11100007,maxLevel,10
11101120,maxLevel,20
11101120,mpCon,10+d(x/2)
11101120,damage,130+2*x
11101120,attackCount,2
11101120,mobCount,7
11101220,maxLevel,20
11101220,mpCon,10+d(x/2)
11101220,damage,130+2*x
11101220,attackCount,2
11101220,mobCount,7
11101121,maxLevel,20
11101121,mpCon,10+d(x/2)
11101121,damage,90+2*x
11101121,attackCount,3
11101121,mobCount,7
11101221,maxLevel,20
11101221,mpCon,10+d(x/2)
11101221,damage,90+2*x
11101221,attackCount,3
11101221,mobCount,7
11101022,maxLevel,20
11101022,mpCon,30-x
11101022,indieCr,x
11101022,x,2
11101022,y,50+d(x/2)
11101024,maxLevel,10
11101024,mpCon,20+x
11101024,time,30+15*x
11101024,x,-2
11100023,maxLevel,10
11100023,padX,2*x
11100025,maxLevel,10
11100025,mastery,10+4*x
11100025,x,12*x
11100026,maxLevel,4
11100026,strX,10*x
11100026,dexX,5*x
11110000,hp,10*x
11110000,mp,3*x
11110000,maxLevel,20
11111001,maxLevel,20
11111001,mpCon,18+2*u(x/3)
11111001,damR,u(x/4)
11111001,x,3+d(x/10)
11111001,time,100+10*d(x/2)
11111002,maxLevel,20
11111002,mpCon,10+d(x/2)
11111002,damage,840+10*x
11111002,prop,30+3*x
11111002,x,10+u(x/2)
11111002,y,2
11111002,z,-10-x
11111002,time,40+2*x
11111002,mobCount,6
11111002,cooltime,60-3*d(x/2)
11111003,maxLevel,20
11111003,mpCon,12+d(x/2)
11111003,damage,520+8*x
11111003,prop,30+3*x
11111003,time,2+d(x/10)
11111003,mobCount,6
11111003,range,150
11111003,y,1
11111004,mpCon,14+u(x/4)
11111004,damage,200+2*x
11111004,attackCount,3
11111004,mobCount,4
11111004,maxLevel,20
11110005,maxLevel,20
11110005,damR,u(x/4)
11110005,x,5+d(x/4)
11110005,v,5+d(x/4)
11110005,prop,20+2*x
11111006,maxLevel,20
11111006,mpCon,15+2*d(x/4)
11111006,damage,120+3*x
11111006,mobCount,4+d(x/10)
11111006,attackCount,4
11111007,maxLevel,10
11111007,mpCon,20+5*u(x/3)
11111007,indieDamR,10+2*x
11111007,time,30*x
11111007,x,1
11111007,z,100
11111008,mpCon,15
11111008,prop,100
11111008,time,20
11111008,maxLevel,1
11111008,cooltime,60
11111008,mobCount,10
11111120,maxLevel,20
11111120,mpCon,18+d(x/2)
11111120,damage,155+3*x
11111120,attackCount,5
11111120,mobCount,6
11111220,maxLevel,20
11111220,mpCon,18+d(x/2)
11111220,damage,240+4*x
11111220,attackCount,3
11111220,mobCount,1
11111121,maxLevel,20
11111121,mpCon,27+d(x/2)
11111121,damage,115+2*x
11111121,attackCount,4
11111121,mobCount,6
11111221,maxLevel,20
11111221,mpCon,27+d(x/2)
11111221,damage,230+3*x
11111221,attackCount,2
11111221,mobCount,6
11111221,x,300
11111022,maxLevel,20
11111022,mpCon,30-x
11111022,indiePMdR,5+d(x/2)
11111022,indieBooster,-1
11111023,maxLevel,10
11111023,mpCon,30+2*x
11111023,time,3*x
11111023,mobCount,10
11111023,x,-x
11111023,y,0
11111023,v,x
11111023,w,0
11111023,prop,10*x
11111023,s,u(x/2)
11110024,maxLevel,20
11110024,mhpX,100*x
11110024,pddX,75*x
11110024,mddX,75*x
11110025,maxLevel,20
11110025,asrR,x+10
11110025,terR,x+10
11110025,x,5+x
11110025,y,1+d(x/5)
11110025,w,14-d(x/2)
11110026,maxLevel,14
11110026,padX,2+2*x
11110026,strX,12+2*x
11121000,maxLevel,30
11121000,mpCon,10+10*d(x/5)
11121000,x,u(x/2)
11121000,time,30*x
11121101,maxLevel,30
11121101,mpCon,3+u(x/6)
11121101,damage,280+4*x
11121101,attackCount,4
11121101,mobCount,1
11121201,maxLevel,30
11121201,mpCon,3+u(x/6)
11121201,damage,280+4*x
11121201,attackCount,4
